time, id1, id2, amount, message
2016-11-02 09:49:29, 52371, 8571, 14.29, Tickets are the worst 
2016-11-02 09:49:29, 3862, 38531, 27.61, Shawarma 
2016-11-02 09:49:29, 58082, 11811, 24.66, 66% of the mimosa madness 
2016-11-02 09:49:29, 57580, 3075, 17.38, 🍲 
2016-11-02 09:49:29, 75766, 58594, 36.21, Larv 
2016-11-02 09:49:29, 62837, 10770, 5.96, Sugar Mama 
2016-11-02 09:49:29, 4499, 15904, 10.83, Putting a roof over your head 
2016-11-02 09:49:29, 69675, 1866, 28.15, Austin things 🏞 
2016-11-02 09:49:29, 15770, 3264, 27.27, Tiki barge 
2016-11-02 09:49:29, 34427, 20409, 6.17, Everything on that list today 
2016-11-02 09:49:29, 14645, 1603, 26.52, 👳🏾 
2016-11-02 09:49:29, 44528, 5245, 22.72, 🍊 
2016-11-02 09:49:29, 60529, 13673, 50.01, Dinner 
2016-11-02 09:49:29, 39836, 72947, 33.35, 💦🔌🔥 
2016-11-02 09:49:29, 61052, 2909, 8.78, Kevin 🎉 
2016-11-02 09:49:29, 27207, 2810, 31.84, Couch 
2016-11-02 09:49:29, 2572, 11778, 28.28, Walmart 
2016-11-02 09:49:29, 4979, 812, 23.15, 🍩 
2016-11-02 09:49:29, 69921, 21442, 37.58, Police food 
2016-11-02 09:49:29, 64647, 10502, 9.17, They want my nectar 
2016-11-02 09:49:29, 68227, 24344, 20.16, Gassss. Love you bb! 
2016-11-02 09:49:29, 58933, 45367, 21.09, Tickets 
2016-11-02 09:49:29, 16139, 30282, 19.50, don't ask 
2016-11-02 09:49:29, 25809, 48622, 11.29, Rebate 
2016-11-02 09:49:29, 19107, 48434, 14.58, Kings game 
2016-11-02 09:49:29, 7661, 22962, 19.02, 🍳 🍆💸👅🍜🍨🎂🍲🍞🍩🍱🍘🍱🍥🍫🍦🚃🚃🚃🚃🚃🚃🚃 
2016-11-02 09:49:29, 4049, 14659, 28.79, 📽📽📽 
2016-11-02 09:49:29, 47598, 2460, 12.27, 👌 
2016-11-02 09:49:29, 40231, 55310, 15.87, 💻 
2016-11-02 09:49:29, 50788, 34237, 22.12, 💦 
2016-11-02 09:49:29, 2088, 394, 23.14, Burritos 
2016-11-02 09:49:29, 22077, 8900, 14.70, Old navy 
2016-11-02 09:49:29, 31127, 23373, 7.82, 🎤me & @lolo-Fang 
2016-11-02 09:49:29, 27743, 67364, 27.29, 🍻🍻 
2016-11-02 09:49:29, 65088, 18815, 11.21, We've already played this game 
2016-11-02 09:49:29, 44473, 52448, 34.01, 🚆⛵️🌴🏄🏼🏖 
2016-11-02 09:49:29, 18145, 11782, 23.85, tap dat 
2016-11-02 09:49:29, 42323, 4838, 23.38, Boats n boats 
2016-11-02 09:49:29, 5302, 23605, 30.38, lituation 💃🏽 
2016-11-02 09:49:29, 76887, 71323, 18.64, Art gallery turn up 
2016-11-02 09:49:29, 25845, 1532, 29.74, St. Regis 
2016-11-02 09:49:29, 31350, 27166, 7.02, Shady Side- it's $15 for your other buddies too so just let them know! 
2016-11-02 09:49:29, 41005, 7469, 20.25, Beans beers 🍻 
2016-11-02 09:49:29, 8117, 18511, 1.80, Blues 
2016-11-02 09:49:29, 9077, 1371, 30.14, Cafe 472 
2016-11-02 09:49:29, 65345, 10181, 4.34, Dicks 
2016-11-02 09:49:29, 76402, 26501, 33.06, Poker 
2016-11-02 09:49:29, 58585, 12455, 41.10, 😳😳😂 
2016-11-02 09:49:29, 24563, 1357, 19.09, 🎉🚌 
2016-11-02 09:49:29, 33099, 50527, 18.54, RAJPUT! 
2016-11-02 09:49:29, 35268, 68485, 19.22, Dinner-Pizza 
2016-11-02 09:49:29, 13800, 7753, 16.47, 🍷🍻🍺🍾🍸 
2016-11-02 09:49:29, 75119, 7945, 6.58, Mahal 
2016-11-02 09:49:29, 29388, 70162, 13.85, Kegerator 
2016-11-02 09:49:29, 11338, 42195, 27.44, ⛵ 
2016-11-02 09:49:29, 46466, 27093, 16.42, Trader joes and target 
2016-11-02 09:49:29, 69812, 38490, 26.57, RDA association fee 
2016-11-02 09:49:29, 67865, 54949, 29.13, for Chicago lodgings 
2016-11-02 09:49:29, 42046, 15234, 13.54, Bond. James Bond 
2016-11-02 09:49:29, 4960, 9885, 4.82, Anything other than crappy wraps 
2016-11-02 09:49:29, 37092, 9338, 36.79, Coffee 
2016-11-02 09:49:29, 25715, 19550, 14.46, Rent 
2016-11-02 09:49:29, 26144, 7266, 25.58, Waaaangs 
2016-11-02 09:49:29, 7830, 4798, 15.03, 🍟 
2016-11-02 09:49:29, 15769, 52903, 18.69, Meh 
2016-11-02 09:49:29, 30929, 49652, 14.72, Why does this keep happening?🍔🍟 
2016-11-02 09:49:29, 22212, 1022, 24.80, Skyyyyfaaaaaspectre. 
2016-11-02 09:49:29, 70560, 3784, 26.84, Draaaaaaank 
2016-11-02 09:49:29, 54470, 9678, 2.39, 🍷 
2016-11-02 09:49:29, 63740, 17539, 13.62, JJ's 
2016-11-02 09:49:29, 17524, 7122, 23.08, Youdon 
2016-11-02 09:49:29, 50711, 7812, 15.46, Game of life 
2016-11-02 09:49:29, 17853, 18813, 14.63, 🅿 
2016-11-02 09:49:29, 42144, 39195, 34.24, 💻💸 September 
2016-11-02 09:49:29, 44205, 42342, 8.08, Woo 
2016-11-02 09:49:29, 39188, 23973, 10.55, Thai 
2016-11-02 09:49:29, 51357, 48339, 13.81, 🍑🍆 
2016-11-02 09:49:29, 49167, 76112, 42.83, Good 
2016-11-02 09:49:29, 60235, 18442, 33.31, Ball is life 🏀 
2016-11-02 09:49:29, 61520, 6500, 22.39, Aloozzz🎎🎎 
2016-11-02 09:49:29, 76898, 33591, 24.49, Target gift card 
2016-11-02 09:49:29, 4649, 377, 29.08, Things n stuff 
2016-11-02 09:49:29, 29819, 51729, 28.66, 🚓🆗 
2016-11-02 09:49:29, 701, 4884, 14.94, Bartaco 
2016-11-02 09:49:29, 26410, 34225, 16.15, 👬 
2016-11-02 09:49:29, 77039, 74721, 34.18, Here 
2016-11-02 09:49:29, 49314, 10157, 21.60, Bagelbbbb 
2016-11-02 09:49:29, 24557, 27348, 26.22, 💫 
2016-11-02 09:49:29, 60698, 13819, 27.02, Hotpot🍲 
2016-11-02 09:49:29, 69080, 26540, 24.73, Big Z 
2016-11-02 09:49:29, 8445, 1584, 23.33, Conference 
2016-11-02 09:49:29, 44266, 14569, 36.47, Ineeby jeebies 
2016-11-02 09:49:29, 60376, 13579, 17.22, Betaaaa 
2016-11-02 09:49:29, 47887, 6089, 24.27, 🔥 
2016-11-02 09:49:29, 27166, 220, 24.32, 🍜🍜🍜 
2016-11-02 09:49:29, 20016, 35831, 28.80, Red cups 
2016-11-02 09:49:29, 41305, 29221, 10.28, Uber pool 
2016-11-02 09:49:29, 11888, 5179, 16.48, 🐐 
2016-11-02 09:49:29, 28226, 70827, 43.58, 👍🏿👍🏿 
2016-11-02 09:49:29, 35873, 3061, 20.77, 🖕🏿 
2016-11-02 09:49:29, 41210, 29355, 20.29, That Uber tho... 
2016-11-02 09:49:29, 13844, 70182, 18.21, Groceries 
2016-11-02 09:49:29, 2301, 66288, 28.95, 👍🏼 
2016-11-02 09:49:29, 52739, 48542, 15.95, 🍔🍺🍷 
2016-11-02 09:49:29, 35469, 19687, 30.22, 🍻 
2016-11-02 09:49:29, 24390, 64396, 18.40, Minor League Tix 
2016-11-02 09:49:29, 9391, 60673, 14.90, Change 
2016-11-02 09:49:29, 40046, 12212, 22.02, Philz 🙃 
2016-11-02 09:49:29, 53669, 34161, 20.48, 🐢 
2016-11-02 09:49:29, 47492, 5914, 14.03, A spot 
2016-11-02 09:49:29, 19096, 19100, 9.92, 🌮 
2016-11-02 09:49:29, 61495, 29528, 10.77, Chauffeur 
2016-11-02 09:49:29, 39831, 4314, 8.26, uHaul 
2016-11-02 09:49:29, 64761, 64768, 16.33, 🍕🍕🍕 
2016-11-02 09:49:29, 64545, 11816, 14.89, I have no idea why you venmoed me $40 so I'm paying you back 
2016-11-02 09:49:29, 5198, 44280, 31.48, 🍕🍕🍕 
2016-11-02 09:49:29, 77247, 75895, 34.51, 😉 
2016-11-02 09:49:29, 62198, 9957, 25.42, Ff winnings 
2016-11-02 09:49:29, 40530, 4633, 11.39, Rachel 💦🔌🔥 
2016-11-02 09:49:29, 8975, 14205, 25.85, You know 
2016-11-02 09:49:29, 44128, 31073, 33.78, 🎥 
2016-11-02 09:49:29, 21380, 10396, 28.92, Flex 
2016-11-02 09:49:29, 4564, 3336, 28.06, Pokemon Go and Chill? 
2016-11-02 09:49:29, 55533, 8891, 22.41, Deli 
2016-11-02 09:49:29, 3223, 9780, 22.90, Hanging w me more 
2016-11-02 09:49:29, 7998, 16186, 12.73, 🍕 
2016-11-02 09:49:29, 62309, 15402, 37.34, 🍻🍻🏈🏈 
2016-11-02 09:49:29, 19213, 22847, 4.76, The Internetz 💻 & gass 🔥 [(77.77 + 6.45)/4 = $21.01] 
2016-11-02 09:49:29, 74993, 15555, 31.24, 💀 
2016-11-02 09:49:29, 47316, 16233, 39.88, Brunch and friendship 
2016-11-02 09:49:29, 66683, 21312, 9.83, Ugh 
2016-11-02 09:49:29, 50311, 7653, 7.64, All the thugs 
2016-11-02 09:49:29, 32182, 2507, 11.31, 🙈 
2016-11-02 09:49:29, 47288, 12962, 43.04, B Bar drank 
2016-11-02 09:49:29, 13804, 3292, 41.69, Margaritas🍹! 
2016-11-02 09:49:29, 54360, 4695, 14.67, Brunch boat 
2016-11-02 09:49:29, 32951, 50292, 13.38, We them boys 
2016-11-02 09:49:29, 39505, 47367, 10.66, Watermark😎 
2016-11-02 09:49:29, 48990, 3108, 15.23, Mmmmmmmm 
2016-11-02 09:49:29, 12527, 58944, 17.00, 20 
2016-11-02 09:49:29, 71091, 32369, 17.61, 🍔🍳 
2016-11-02 09:49:29, 47801, 16545, 21.82, 🅿️arking 
2016-11-02 09:49:29, 63145, 63198, 17.03, LBK 
2016-11-02 09:49:29, 42935, 73614, 17.34, Yeh 
2016-11-02 09:49:29, 4738, 3327, 6.19, Cable/internet bill 
2016-11-02 09:49:29, 6179, 74031, 21.60, 🍺 
2016-11-02 09:49:29, 58149, 34027, 13.83, u know ;) 
2016-11-02 09:49:29, 76846, 32097, 17.81, 🍝🍲🍜 
2016-11-02 09:49:29, 34734, 15762, 11.13, Portugal 💰💰💰 
2016-11-02 09:49:29, 45427, 16378, 19.06, 🛫🛬🐳 
2016-11-02 09:49:29, 50642, 2942, 31.26, 🍺🍺🍺🍺🍻🍻❤️❤️❤️😘💪👍 
2016-11-02 09:49:29, 32840, 15867, 14.93, 🎫 
2016-11-02 09:49:29, 45515, 5457, 40.87, Birthday drinks for Ikue 
2016-11-02 09:49:29, 34763, 27110, 7.24, Parking! Plus a dollar for beach girl. 
